,source,target,ts,idx,time
237,43,126,666723,237,7
238,123,134,668886,238,7
239,139,123,669251,239,7
240,104,57,670154,240,7
241,104,62,670168,241,7
242,104,134,670434,242,7
243,134,123,671885,243,7
244,62,104,672046,244,7
245,141,57,672383,245,7
246,142,31,672811,246,7
247,143,98,673120,247,7
248,143,104,673261,248,7
249,143,120,673395,249,7
250,102,108,674722,250,7
251,47,80,675756,251,7
252,94,80,675938,252,7
253,144,47,675980,253,7
254,94,62,675990,254,7
255,144,94,676120,255,7
256,94,108,676124,256,7
257,95,47,677178,257,7
258,95,94,677579,258,7
259,104,143,679193,259,7
260,5,145,680075,260,7
261,43,104,700684,261,8
262,62,94,701107,262,8
263,43,31,703149,263,8
264,35,146,705424,264,8
265,8,135,708090,265,8
266,8,147,708110,266,8
267,8,148,708168,267,8
268,8,149,708215,268,8
269,8,150,708301,269,8
270,8,151,708393,270,8
271,8,152,708413,271,8
272,8,134,708462,272,8
273,8,7,708581,273,8
274,8,153,708676,274,8
275,8,120,708796,275,8
276,0,134,709432,276,8
277,2,154,709676,277,8
278,29,131,710323,278,8
279,2,57,710840,279,8
280,35,155,715709,280,8
281,100,50,717555,281,8
282,100,33,717784,282,8
283,35,72,719050,283,8
284,8,156,721937,284,8
285,18,157,722559,285,8
286,104,128,727394,286,8
287,50,100,727768,287,8
288,0,158,727804,288,8
289,159,71,731538,289,8
290,128,7,732387,290,8
291,35,128,732868,291,8
292,33,100,736659,292,8
293,160,161,737773,293,8
294,162,71,739165,294,8
295,31,163,740144,295,8
296,57,7,740891,296,8
297,40,119,741475,297,8
298,40,131,741511,298,8
299,40,164,741549,299,8
300,40,165,741584,300,8
301,40,156,741603,301,8
302,40,166,741649,302,8
303,40,167,741671,303,8
304,40,168,741687,304,8
305,40,133,741717,305,8
306,55,153,741860,306,8
307,55,169,741935,307,8
308,55,170,741953,308,8
309,55,171,741965,309,8
310,50,156,742404,310,8
311,7,57,743181,311,8
312,7,163,743274,312,8
313,102,172,744190,313,8
314,66,153,744580,314,8
315,31,25,745080,315,8
316,95,162,746400,316,8
317,8,19,747141,317,8
318,8,164,747182,318,8
319,8,60,747343,319,8
320,31,154,748292,320,8
321,31,108,748356,321,8
322,31,173,748433,322,8
323,174,49,748460,323,8
324,102,84,748941,324,8
325,163,7,749211,325,8
326,37,127,749926,326,8
327,18,108,750056,327,8
328,160,163,750205,328,8
329,37,108,750255,329,8
330,175,62,750395,330,8
331,160,62,750544,331,8
332,40,176,750809,332,8
333,163,177,750835,333,8
334,163,176,750852,334,8
335,31,174,750864,335,8
336,31,176,750880,336,8
337,163,178,750907,337,8
338,31,178,750959,338,8
339,95,163,751323,339,8
340,40,179,751810,340,8
341,176,31,752072,341,8
342,179,176,752133,342,8
343,179,180,752209,343,8
344,179,181,752263,344,8
345,40,89,752366,345,8
346,176,179,752597,346,8
347,182,183,752920,347,8
348,174,31,753322,348,8
349,62,173,753718,349,8
350,173,62,753736,350,8
351,62,154,754176,351,8
352,40,184,756190,352,8
353,184,146,756365,353,8
354,184,31,756532,354,8
355,31,184,756756,355,8
356,185,184,756765,356,8
357,139,184,756773,357,8
358,154,31,756774,358,8
359,184,185,756830,359,8
360,154,62,756888,360,8
361,102,176,757048,361,8
362,186,185,757192,362,8
363,184,96,757281,363,8
364,102,96,757316,364,8
365,40,185,757487,365,8
366,184,62,757745,366,8
367,62,184,757961,367,8
368,102,187,758375,368,8
369,188,174,758383,369,8
370,184,108,758552,370,8
371,188,7,759395,371,8
372,40,85,759680,372,8
373,40,187,759963,373,8
374,100,189,761299,374,8
375,190,174,761317,375,8
376,102,191,761492,376,8
377,192,148,761755,377,8
378,192,189,761807,378,8
379,190,77,761842,379,8
380,189,108,761932,380,8
381,108,123,762269,381,8
382,102,189,762354,382,8
383,40,191,763428,383,8
384,193,148,764568,384,8
385,193,194,765033,385,8
386,175,19,766798,386,8
387,175,60,766803,387,8
388,175,148,766819,388,8
389,175,119,766824,389,8
390,175,131,766829,390,8
391,175,85,766838,391,8
392,175,96,766862,392,8
393,175,71,766886,393,8
394,175,57,766890,394,8
395,175,7,766895,395,8
396,175,195,767098,396,8
397,175,196,767106,397,8
398,175,197,767110,398,8
399,175,198,767119,399,8
400,175,199,767123,400,8
401,175,189,767127,401,8
402,175,191,767132,402,8
403,175,200,767136,403,8
404,175,187,767140,404,8
405,175,201,767147,405,8
406,175,184,767152,406,8
407,175,202,767157,407,8
408,175,179,767170,408,8
409,175,180,767179,409,8
410,175,176,767184,410,8
411,175,183,767192,411,8
412,175,174,767199,412,8
413,175,165,767951,413,8
414,203,204,772752,414,8
415,203,103,772792,415,8
416,203,183,773075,416,8
417,188,143,773627,417,8
418,2,184,791623,418,9
419,2,31,792401,419,9
420,198,57,792526,420,9
421,62,198,792984,421,9
422,62,183,793031,422,9
423,198,100,793314,423,9
424,193,198,794711,424,9
425,193,205,794805,425,9
426,193,206,794864,426,9
427,203,122,795066,427,9
428,120,190,795216,428,9
429,174,190,795243,429,9
430,203,128,795264,430,9
431,100,183,795316,431,9
432,100,207,795419,432,9
433,62,45,795496,433,9
434,100,87,797095,434,9
435,190,120,797798,435,9
436,198,19,798002,436,9
437,183,100,798061,437,9
438,102,131,798109,438,9
439,198,208,798360,439,9
440,102,209,798898,440,9
441,35,208,798990,441,9
442,208,198,799621,442,9
443,198,209,800002,443,9
444,175,100,803176,444,9
445,67,100,803579,445,9
446,31,197,804379,446,9
447,210,100,805797,447,9
448,211,208,805805,448,9
449,210,212,806041,449,9
450,210,92,806064,450,9
451,210,84,806111,451,9
452,188,198,806437,452,9
453,213,214,807308,453,9
454,102,214,807391,454,9
455,102,81,807412,455,9
456,43,213,807432,456,9
457,102,167,807867,457,9
458,213,108,807882,458,9
459,214,66,807942,459,9
460,40,214,807983,460,9
461,40,215,808004,461,9
462,102,126,808081,462,9
463,214,61,808246,463,9
464,175,216,808456,464,9
465,175,215,808478,465,9
466,175,217,808637,466,9
467,218,123,809088,467,9
468,62,126,809623,468,9
469,87,100,809752,469,9
470,102,55,810121,470,9
471,213,55,810272,471,9
472,50,214,810644,472,9
473,18,174,810921,473,9
474,214,50,811066,474,9
475,18,214,811379,475,9
476,102,174,811839,476,9
477,213,174,812268,477,9
478,143,184,813358,478,9
479,219,213,813465,479,9
480,219,31,813566,480,9
481,143,31,813676,481,9
482,174,213,814000,482,9
483,175,220,814741,483,9
484,102,97,815256,484,9
485,221,119,815905,485,9
486,40,221,815931,486,9
487,40,222,816948,487,9
488,40,96,817288,488,9
489,35,221,817566,489,9
490,35,220,817628,490,9
491,211,65,817818,491,9
492,95,223,818098,492,9
493,224,222,818891,493,9
494,35,213,818964,494,9
495,175,222,818987,495,9
496,175,225,819000,496,9
497,220,160,819018,497,9
498,43,225,819278,498,9
499,55,213,819973,499,9
500,160,220,820778,500,9
501,203,220,821689,501,9
502,226,25,821820,502,9
503,210,227,822533,503,9
504,213,100,823206,504,9
505,228,229,824015,505,9
506,95,230,824399,506,9
507,95,231,824460,507,9
508,102,220,824534,508,9
509,102,19,824855,509,9
510,102,85,824917,510,9
511,102,65,825440,511,9
512,102,184,826346,512,9
513,211,5,826571,513,9
514,102,7,826913,514,9
515,62,201,826987,515,9
516,102,92,827360,516,9
517,8,232,829351,517,9
518,102,232,829420,518,9
519,8,96,829666,519,9
520,8,189,829775,520,9
521,165,233,831255,521,9
522,68,33,831363,522,9
523,234,190,831431,523,9
524,68,184,831662,524,9
525,2,131,833842,525,9
526,0,29,834204,526,9
527,40,172,834705,527,9
528,102,165,835478,528,9
529,62,91,837112,529,9
530,96,227,837644,530,9
531,190,135,840247,531,9
532,190,235,841567,532,9
533,31,236,841748,533,9
534,8,234,841850,534,9
535,236,31,841916,535,9
536,96,190,841932,536,9
537,175,232,842545,537,9
538,8,100,842559,538,9
539,47,51,842848,539,9
540,47,174,842874,540,9
541,51,47,842923,541,9
542,8,176,843229,542,9
543,8,174,843283,543,9
544,174,47,843372,544,9
545,40,173,843689,545,9
546,11,174,844538,546,9
547,11,167,844741,547,9
548,11,80,844863,548,9
549,87,219,845727,549,9
550,8,208,846346,550,9
551,102,51,846571,551,9
552,219,47,847378,552,9
553,143,221,847764,553,9
554,143,194,848188,554,9
555,190,236,848241,555,9
556,219,94,848581,556,9
557,94,167,848600,557,9
558,143,87,848949,558,9
559,143,237,849075,559,9
560,238,174,849158,560,9
561,143,239,849208,561,9
562,238,235,849311,562,9
563,11,89,849633,563,9
564,143,22,849761,564,9
565,143,47,851013,565,9
566,87,143,851098,566,9
567,8,143,852455,567,9
568,143,240,853420,568,9
569,102,143,853861,569,9
570,8,215,855505,570,9
571,193,241,857250,571,9
572,193,208,857398,572,9
573,193,181,857461,573,9
574,31,143,875750,574,10
575,31,242,876066,575,10
576,203,240,879948,576,10
577,226,143,881053,577,10
578,167,94,884353,578,10
579,8,243,888687,579,10
580,244,190,888887,580,10
581,227,96,889174,581,10
582,210,245,891712,582,10
583,232,87,892732,583,10
584,33,241,893028,584,10
585,18,232,893262,585,10
586,126,62,894506,586,10
587,142,94,894853,587,10
588,31,87,895882,588,10
589,210,232,896099,589,10
590,87,31,896619,590,10
591,246,247,896924,591,10
592,247,246,897033,592,10
593,175,247,897214,593,10
594,210,231,898274,594,10
595,248,62,899098,595,10
596,40,249,899905,596,10
597,40,247,899908,597,10
598,40,250,899922,598,10
599,50,85,903606,599,10
600,211,251,903930,600,10
601,211,33,904326,601,10
602,143,246,905244,602,10
603,203,50,905265,603,10
604,52,252,907774,604,10
605,8,250,907817,605,10
606,43,47,910306,606,10
607,253,7,910519,607,10
608,7,253,910590,608,10
609,0,254,912862,609,10
610,102,255,914477,610,10
611,203,256,915179,611,10
612,257,75,915694,612,10
613,258,259,916419,613,10
614,260,255,916489,614,10
615,203,80,916712,615,10
616,258,255,916804,616,10
617,50,259,916957,617,10
618,259,50,917082,618,10
619,203,261,917086,619,10
620,102,259,917162,620,10
621,262,253,917177,621,10
622,40,255,917903,622,10
623,35,253,917946,623,10
624,61,214,918375,624,10
625,263,157,918568,625,10
626,5,121,918602,626,10
627,35,5,919065,627,10
628,40,264,919092,628,10
629,95,5,919859,629,10
630,255,258,919970,630,10
631,203,47,919982,631,10
632,210,250,920609,632,10
633,203,265,920738,633,10
634,266,259,920787,634,10
635,266,255,920811,635,10
636,259,266,920909,636,10
637,11,259,920918,637,10
638,262,190,920968,638,10
639,11,100,921061,639,10
640,50,266,921570,640,10
641,267,148,921715,641,10
642,266,50,921725,642,10
643,139,5,922993,643,10
644,102,266,923029,644,10
645,68,253,923135,645,10
646,211,47,923418,646,10
647,175,268,923886,647,10
648,18,264,924231,648,10
649,211,253,924724,649,10
650,175,269,925053,650,10
651,175,266,925081,651,10
652,68,270,925258,652,10
653,271,272,925852,653,10
654,47,255,925891,654,10
655,273,47,926207,655,10
656,143,259,926644,656,10
657,102,264,926668,657,10
658,262,221,926856,658,10
659,197,255,926867,659,10
660,102,269,926970,660,10
661,175,255,927165,661,10
662,262,238,927262,662,10
663,134,104,927776,663,10
664,102,227,927994,664,10
665,100,270,928442,665,10
666,274,19,928748,666,10
667,275,7,928777,667,10
668,19,274,928815,668,10
669,262,276,929000,669,10
670,139,277,929479,670,10
671,126,259,930140,671,10
672,100,67,930314,672,10
673,259,126,930392,673,10
674,198,278,930572,674,10
675,198,259,930741,675,10
676,259,198,931003,676,10
677,40,100,931333,677,10
678,40,279,931541,678,10
679,270,100,931653,679,10
680,280,253,931861,680,10
681,276,67,932420,681,10
682,281,33,932420,682,10
683,175,282,932475,683,10
684,175,283,933099,684,10
685,219,270,933236,685,10
686,40,269,933288,686,10
687,219,66,933342,687,10
688,66,255,933565,688,10
689,35,284,933694,689,10
690,285,220,934031,690,10
691,100,31,935080,691,10
692,188,131,936279,692,10
693,219,220,936462,693,10
694,220,2,938669,694,10
695,180,179,938816,695,10
696,180,176,938827,696,10
697,180,259,939244,697,10
698,259,286,939938,698,10
699,235,238,943475,699,10
700,259,180,949447,700,10
701,50,287,956746,701,11
702,78,165,961750,702,11
703,78,255,961876,703,11
704,78,259,961956,704,11
705,203,67,962508,705,11
706,288,134,962524,706,11
707,203,78,962551,707,11
708,203,275,962616,708,11
709,203,270,962636,709,11
710,2,220,962761,710,11
711,57,198,963030,711,11
712,43,289,964036,712,11
713,26,220,965661,713,11
714,290,291,966321,714,11
715,68,292,966341,715,11
716,68,103,966385,716,11
717,8,259,967207,717,11
718,113,123,967424,718,11
719,62,289,969239,719,11
720,31,290,969896,720,11
721,35,235,970064,721,11
722,35,290,970174,722,11
723,50,293,970450,723,11
724,290,31,975129,724,11
725,210,259,975235,725,11
726,294,295,975853,726,11
727,210,287,976231,727,11
728,210,283,976281,728,11
729,203,287,976307,729,11
730,203,283,976435,730,11
731,293,50,976759,731,11
732,5,220,976953,732,11
733,296,190,977983,733,11
734,69,123,978191,734,11
735,52,290,980883,735,11
736,203,297,981203,736,11
737,288,219,982987,737,11
738,210,264,983205,738,11
739,220,5,984443,739,11
740,220,210,984970,740,11
741,276,33,985294,741,11
742,276,298,985981,742,11
743,299,51,986171,743,11
744,211,66,987046,744,11
745,276,49,987527,745,11
746,203,180,988425,746,11
747,210,220,988690,747,11
748,183,31,989051,748,11
749,192,232,989052,749,11
750,31,183,989080,750,11
751,300,62,989356,751,11
752,288,7,989703,752,11
753,8,298,989983,753,11
754,5,87,990097,754,11
755,301,137,990184,755,11
756,287,50,991250,756,11
757,287,210,991304,757,11
758,227,210,991543,758,11
759,259,78,991602,759,11
760,259,210,991642,760,11
761,62,300,991832,761,11
762,302,293,992317,762,11
763,154,2,993115,763,11
764,204,303,993134,764,11
765,154,7,993626,765,11
766,276,251,994170,766,11
767,211,210,994277,767,11
768,287,49,995085,768,11
769,142,66,995864,769,11
770,211,227,996310,770,11
771,227,120,996848,771,11
772,66,163,996997,772,11
773,66,131,997085,773,11
774,227,60,997215,774,11
775,227,303,997391,775,11
776,304,305,997452,776,11
777,66,171,998165,777,11
778,276,171,998367,778,11
779,208,298,998491,779,11
780,66,174,998897,780,11
781,306,5,999618,781,11
782,306,50,999842,782,11
783,5,298,999894,783,11
784,276,50,1000084,784,11
785,276,78,1000295,785,11
786,280,307,1000552,786,11
787,192,301,1000741,787,11
788,301,192,1000884,788,11
789,306,66,1001107,789,11
790,280,301,1001109,790,11
791,59,307,1001323,791,11
792,308,174,1001367,792,11
793,309,71,1001597,793,11
794,307,59,1001661,794,11
795,188,301,1001945,795,11
796,276,183,1002064,796,11
797,120,227,1003833,797,11
798,35,210,1004169,798,11
799,302,211,1004382,799,11
800,35,154,1004430,800,11
801,192,310,1004520,801,11
802,35,33,1004660,802,11
803,193,295,1004670,803,11
804,210,127,1004835,804,11
805,295,62,1005147,805,11
806,193,311,1005410,806,11
807,127,50,1005626,807,11
808,193,131,1005720,808,11
809,298,208,1005964,809,11
810,298,5,1005998,810,11
811,247,282,1006030,811,11
812,127,235,1006133,812,11
813,262,307,1006225,813,11
814,35,298,1006326,814,11
815,18,301,1006328,815,11
816,102,298,1006760,816,11
817,312,227,1006953,817,11
818,313,307,1007147,818,11
819,276,190,1007181,819,11
820,211,50,1007242,820,11
821,305,304,1007314,821,11
822,262,310,1007623,822,11
823,192,279,1008061,823,11
824,313,253,1008189,824,11
825,302,297,1008470,825,11
826,262,314,1008478,826,11
827,262,315,1008498,827,11
828,50,58,1008571,828,11
829,127,210,1008628,829,11
830,313,50,1008702,830,11
831,313,33,1008713,831,11
832,307,314,1008895,832,11
833,8,314,1008902,833,11
834,8,315,1008917,834,11
835,316,314,1008957,835,11
836,317,123,1008997,836,11
837,62,295,1009062,837,11
838,285,33,1009177,838,11
839,313,47,1009361,839,11
840,317,33,1009424,840,11
841,49,287,1009773,841,11
842,175,310,1010184,842,11
843,175,305,1010253,843,11
844,175,298,1010282,844,11
845,175,318,1010309,845,11
846,175,299,1010349,846,11
847,143,192,1010400,847,11
848,281,66,1010402,848,11
849,175,314,1010408,849,11
850,175,315,1010413,850,11
851,296,33,1010696,851,11
852,123,317,1010718,852,11
853,288,211,1010799,853,11
854,296,87,1010836,854,11
855,253,307,1010890,855,11
856,82,312,1010949,856,11
857,102,317,1010971,857,11
858,33,317,1011148,858,11
859,143,287,1011177,859,11
860,213,153,1011196,860,11
861,307,253,1011524,861,11
862,93,319,1011638,862,11
863,281,213,1011638,863,11
864,193,87,1011892,864,11
865,143,289,1012115,865,11
866,26,193,1012115,866,11
867,175,31,1012375,867,11
868,43,98,1012397,868,11
869,143,50,1012645,869,11
870,227,314,1012873,870,11
871,320,143,1013100,871,11
872,40,183,1013414,872,11
873,192,314,1013519,873,11
874,8,131,1013725,874,11
875,143,321,1013919,875,11
876,280,322,1014165,876,11
877,98,143,1014194,877,11
878,94,51,1014356,878,11
879,51,94,1014407,879,11
880,102,323,1014582,880,11
881,175,323,1014791,881,11
882,296,324,1014812,882,11
883,43,298,1014925,883,11
884,50,323,1015136,884,11
885,323,50,1015184,885,11
886,77,325,1015200,886,11
887,280,143,1015359,887,11
888,66,62,1015458,888,11
889,192,143,1015565,889,11
890,33,323,1015666,890,11
891,322,33,1015688,891,11
892,62,66,1015757,892,11
893,306,324,1015933,893,11
894,323,33,1016136,894,11
895,318,33,1016207,895,11
896,47,143,1016220,896,11
897,318,324,1016232,897,11
898,33,87,1016246,898,11
899,203,326,1016472,899,11
900,324,318,1016646,900,11
901,51,327,1016914,901,11
902,323,328,1016975,902,11
903,328,323,1017012,903,11
904,61,77,1017027,904,11
905,71,290,1017165,905,11
906,8,293,1017357,906,11
907,8,317,1017432,907,11
908,127,328,1017495,908,11
909,8,77,1017513,909,11
910,37,51,1017544,910,11
911,8,51,1017599,911,11
912,8,329,1017711,912,11
913,50,51,1017725,913,11
914,8,85,1017750,914,11
915,50,330,1017857,915,11
916,37,287,1017867,916,11
917,331,332,1017882,917,11
918,8,261,1017988,918,11
919,8,287,1018191,919,11
920,11,287,1018403,920,11
921,61,259,1018427,921,11
922,127,323,1018465,922,11
923,312,77,1018599,923,11
924,302,315,1018767,924,11
925,66,89,1018937,925,11
926,315,302,1018987,926,11
927,333,127,1019006,927,11
928,334,33,1019111,928,11
929,322,280,1019201,929,11
930,8,281,1019551,930,11
931,332,318,1019626,931,11
932,331,280,1019743,932,11
933,335,314,1019967,933,11
934,335,332,1020273,934,11
935,307,332,1020301,935,11
936,332,307,1020335,936,11
937,35,188,1020597,937,11
938,332,328,1020674,938,11
939,322,332,1020844,939,11
940,35,74,1020890,940,11
941,328,332,1020901,941,11
942,127,220,1020962,942,11
943,102,315,1020962,943,11
944,40,307,1021011,944,11
945,336,280,1021205,945,11
946,33,312,1021230,946,11
947,336,259,1021254,947,11
948,253,280,1021553,948,11
949,307,310,1022191,949,11
950,8,307,1022675,950,11
951,337,259,1022777,951,11
952,259,337,1022777,952,11
953,253,310,1022822,953,11
954,310,307,1022859,954,11
955,310,253,1022906,955,11
956,190,314,1023178,956,11
957,102,310,1023222,957,11
958,334,190,1023222,958,11
959,310,49,1023257,959,11
960,33,310,1023310,960,11
961,8,310,1023405,961,11
962,203,338,1023983,962,11
963,312,33,1024335,963,11
964,52,33,1025231,964,11
965,49,310,1025237,965,11
966,52,339,1025250,966,11
967,52,307,1025960,967,11
968,52,304,1026054,968,11
969,52,340,1026098,969,11
970,47,310,1026530,970,11
971,337,318,1026994,971,11
972,318,332,1041303,972,12
973,318,337,1041328,973,12
974,341,259,1043905,974,12
975,316,310,1050531,975,12
976,96,337,1051110,976,12
977,33,342,1051936,977,12
978,33,298,1052165,978,12
979,298,33,1052209,979,12
980,119,221,1052617,980,12
981,343,208,1052841,981,12
982,31,7,1052862,982,12
983,46,77,1053334,983,12
984,344,55,1053753,984,12
985,344,317,1053863,985,12
986,62,31,1056099,986,12
987,43,33,1058949,987,12
988,331,307,1060099,988,12
989,276,5,1060649,989,12
990,52,345,1061169,990,12
991,313,332,1062482,991,12
992,234,346,1062617,992,12
993,313,227,1062670,993,12
994,337,347,1062843,994,12
995,313,94,1062848,995,12
996,348,7,1063123,996,12
997,348,318,1063535,997,12
998,316,307,1063651,998,12
999,43,307,1064001,999,12
1000,307,262,1064945,1000,12
1001,316,262,1065120,1001,12
1002,307,280,1065176,1002,12
1003,190,346,1066172,1003,12
1004,316,253,1066300,1004,12
1005,336,253,1067044,1005,12
1006,316,190,1067625,1006,12
1007,253,301,1067767,1007,12
1008,301,280,1067792,1008,12
1009,301,253,1067828,1009,12
1010,262,280,1068064,1010,12
1011,280,262,1068083,1011,12
1012,271,262,1068125,1012,12
1013,316,280,1070445,1013,12
1014,26,183,1071164,1014,12
1015,211,262,1072238,1015,12
1016,349,5,1073358,1016,12
1017,350,298,1073514,1017,12
1018,349,298,1073678,1018,12
1019,238,348,1074138,1019,12
1020,303,227,1074347,1020,12
1021,262,351,1074395,1021,12
1022,318,348,1074502,1022,12
1023,352,253,1074847,1023,12
1024,102,133,1074909,1024,12
1025,316,318,1075324,1025,12
1026,280,351,1075822,1026,12
1027,61,353,1076156,1027,12
1028,315,354,1076433,1028,12
1029,315,262,1076500,1029,12
1030,315,280,1076529,1030,12
1031,102,352,1077009,1031,12
1032,280,315,1077086,1032,12
1033,271,315,1077354,1033,12
1034,98,348,1078155,1034,12
1035,171,127,1078363,1035,12
1036,320,232,1078466,1036,12
1037,5,251,1078939,1037,12
1038,7,348,1079052,1038,12
1039,276,262,1079603,1039,12
1040,2,50,1079874,1040,12
1041,355,62,1080448,1041,12
1042,236,190,1080907,1042,12
1043,356,357,1081435,1043,12
1044,31,262,1081516,1044,12
1045,288,358,1081720,1045,12
1046,68,348,1082248,1046,12
