,source,target,ts,idx,time
71,15,28,21169320,71,245
72,48,72,21176820,72,245
73,116,20,21185340,73,245
74,74,109,21264780,74,246
75,113,63,21273300,75,246
76,47,130,21687180,76,251
77,47,76,21871140,77,253
78,127,44,22558200,78,261
79,127,146,22558200,79,261
80,120,148,23097840,80,267
81,123,48,23242620,81,269
82,80,113,23501400,82,272
83,145,106,23529900,83,272
84,116,100,23607660,84,273
85,106,148,23871000,85,276
86,31,17,24904260,86,288
87,31,135,24904260,87,288
88,31,67,24904260,88,288
89,31,65,24904260,89,288
90,31,3,24904260,90,288
91,31,48,24904260,91,288
92,135,17,25071000,92,290
93,106,100,25342980,93,293
94,106,95,25342980,94,293
95,106,43,25342980,95,293
96,106,61,25342980,96,293
97,106,44,25342980,97,293
98,135,18,25400040,98,293
99,31,139,25491240,99,295
100,47,38,25671720,100,297
101,95,113,25908060,101,299
102,113,59,25910520,102,299
103,49,145,25923480,103,300
104,87,47,25941360,104,300
105,48,31,26033880,105,301
106,113,109,26188680,106,303
107,39,47,26198640,107,303
108,95,80,26614440,108,308
109,120,121,26634240,109,308
110,61,43,26797500,110,310
111,48,74,27400980,111,317
112,106,125,27418500,112,317
113,106,127,27418500,113,317
114,106,121,27418500,114,317
115,48,58,27756540,115,321
116,43,110,27927660,116,323
117,43,103,27939300,117,323
118,48,123,28001460,118,324
119,48,60,28001460,119,324
120,148,127,28377540,120,328
121,72,48,28451100,121,329
122,49,12,28454880,122,329
123,49,47,28454880,123,329
124,75,49,28455180,124,329
125,145,134,28524300,125,330
126,61,101,28593840,126,330
127,43,148,28614000,127,331
128,25,24,28700460,128,332
129,72,139,28784640,129,333
130,72,1,28784640,130,333
131,135,67,29026380,131,335
132,75,134,29046540,132,336
133,43,90,29058540,133,336
134,123,57,29213880,134,338
135,48,27,29232120,135,338
136,145,75,29295900,136,339
137,75,145,29309940,137,339
138,43,77,29311620,138,339
139,48,17,29634120,139,342
140,75,140,29665560,140,343
141,117,76,29743200,141,344
142,148,44,29812800,142,345
143,148,106,29812800,143,345
144,134,47,29832480,144,345
145,66,15,30155460,145,349
146,75,59,30259740,146,350
147,59,75,30428220,147,352
148,137,72,30497220,148,352
149,74,10,30497520,149,352
150,106,145,30505920,150,353
151,116,37,30872040,151,357
152,75,12,30946740,152,358
153,66,32,31127100,153,360
154,31,68,31473900,154,364
155,61,106,31545600,155,365
156,106,77,31968000,156,370
157,67,120,32065440,157,371
158,110,30,32080740,158,371
159,116,16,32083620,159,371
160,116,144,32083620,160,371
161,116,25,32083620,161,371
162,116,60,32083620,162,371
163,43,121,32597760,163,377
164,43,52,32597760,164,377
165,43,127,32597760,165,377
166,31,137,32789760,166,379
167,31,19,32789760,167,379
168,135,3,32936760,168,381
169,120,127,33798480,169,391
170,53,106,33870120,170,392
171,77,106,33884880,171,392
172,60,123,33961740,172,393
173,106,120,34382580,173,397
174,36,39,34403220,174,398
175,16,58,34466100,175,398
176,140,74,34486680,176,399
177,60,89,34493640,177,399
178,36,60,34555620,178,399
179,143,126,34691340,179,401
180,60,24,34738800,180,402
181,60,39,34738800,181,402
182,60,16,34738800,182,402
183,60,144,34738800,183,402
184,60,25,34738800,184,402
185,60,36,34738800,185,402
186,68,137,34756500,186,402
187,68,72,34756500,187,402
188,113,41,35015220,188,405
189,95,46,35019480,189,405
190,36,144,35093100,190,406
191,149,53,35103360,191,406
192,67,47,35259120,192,408
193,47,67,35266020,193,408
194,61,62,35275560,194,408
195,69,1,35335800,195,408
196,16,0,35353320,196,409
197,2,67,35624100,197,412
198,33,107,35685600,198,413
199,66,103,35704560,199,413
200,66,101,35704560,200,413
201,99,90,36372720,201,420
202,143,90,36392520,202,421
203,143,99,36392520,203,421
204,143,48,36392520,204,421
205,48,67,36409560,205,421
206,1,69,36460980,206,422
207,75,46,36490020,207,422
208,53,77,36545460,208,422
209,16,60,36553620,209,423
210,16,24,36923160,210,427
211,16,25,36923160,211,427
212,72,31,36926520,212,427
213,72,68,36926520,213,427
214,48,69,36988620,214,428
215,95,106,37007100,215,428
216,75,74,37068000,216,429
217,36,16,37144860,217,429
218,43,48,37184400,218,430
219,72,137,37417920,219,433
220,137,0,37429560,220,433
221,137,138,37429560,221,433
222,95,148,37439280,222,433
223,60,0,37502040,223,434
224,39,36,37590360,224,435
225,18,69,37603440,225,435
226,90,47,37676460,226,436
227,126,59,38034840,227,440
228,47,77,38132340,228,441
229,18,1,38289180,229,443
230,18,19,38289180,230,443
231,18,139,38289180,231,443
232,69,18,38293380,232,443
233,69,139,38301360,233,443
234,63,59,38384160,234,444
235,134,140,38642700,235,447
236,140,134,38643600,236,447
237,140,47,38643600,237,447
238,117,119,38645700,238,447
239,117,112,38645700,239,447
240,77,47,38646540,240,447
241,31,18,38802960,241,449
242,31,1,38802960,242,449
243,31,69,38802960,243,449
244,31,27,38802960,244,449
245,10,74,38818260,245,449
246,1,48,38819580,246,449
247,139,48,38893740,247,450
248,139,1,38893740,248,450
249,139,69,38893740,249,450
250,121,120,38993160,250,451
251,74,15,38994480,251,451
252,69,31,39223500,252,453
253,26,47,39226800,253,454
254,19,1,39310320,254,454
255,19,18,39310320,255,454
256,19,69,39310320,256,454
257,19,139,39310320,257,454
258,43,53,39342420,258,455
259,1,17,39403260,259,456
260,95,16,39405420,260,456
261,120,143,39418980,261,456
262,120,55,39418980,262,456
263,148,77,39568620,263,457
264,16,36,39787500,264,460
265,57,95,39839220,265,461
266,95,43,39859560,266,461
267,95,103,39859560,267,461
268,8,47,39912840,268,461
269,8,66,39912840,269,461
270,8,49,39912840,270,461
271,8,145,39912840,271,461
272,30,65,39918600,272,462
273,95,61,39934500,273,462
274,66,8,39934680,274,462
275,75,39,39939660,275,462
276,47,8,39943740,276,462
277,16,20,40012620,277,463
278,10,140,40085700,278,463
279,117,107,40098480,279,464
280,43,106,40103400,280,464
281,137,128,40106640,281,464
282,137,130,40106640,282,464
283,75,10,40121880,283,464
284,27,69,40197000,284,465
285,27,48,40197000,285,465
286,27,1,40197000,286,465
287,43,101,40447320,287,468
288,43,61,40447320,288,468
289,53,95,40454160,289,468
290,137,89,40490400,290,468
291,138,137,40537500,291,469
292,138,72,40537500,292,469
293,122,107,40546620,293,469
294,122,33,40546620,294,469
295,122,34,40546620,295,469
296,89,0,40615920,296,470
297,95,88,40617300,297,470
298,95,62,40617300,298,470
299,95,57,40617600,299,470
300,95,101,40617600,300,470
301,66,51,40636320,301,470
302,56,59,40689240,302,470
303,68,125,40809480,303,472
304,68,149,40809480,304,472
305,43,95,40966920,305,474
306,33,122,40981860,306,474
307,33,34,40981860,307,474
308,48,90,41038560,308,474
309,48,99,41051760,309,475
310,51,109,41063280,310,475
311,57,74,41067180,311,475
312,75,95,41128260,312,476
313,51,66,41161320,313,476
314,67,19,41173440,314,476
315,26,145,41211120,315,476
316,31,28,41215260,316,477
317,123,41,41298000,317,477
318,72,0,41315460,318,478
319,41,46,41315460,319,478
320,41,95,41315460,320,478
321,41,60,41315460,321,478
322,41,25,41315460,322,478
323,41,123,41315460,323,478
324,41,61,41315460,324,478
325,41,36,41315460,325,478
326,41,39,41315460,326,478
327,41,16,41315460,327,478
328,41,144,41315460,328,478
329,53,121,41386260,329,479
330,123,61,41388120,330,479
331,61,123,41392620,331,479
332,48,28,41403420,332,479
333,135,69,41745000,333,483
334,135,72,41754660,334,483
335,72,135,41763060,335,483
336,16,89,41808300,336,483
337,72,146,41850540,337,484
338,26,76,41904240,338,485
339,72,138,41918460,339,485
340,47,43,41919960,340,485
341,0,72,41923500,341,485
342,112,33,41932080,342,485
343,137,146,41995260,343,486
344,137,133,42021720,344,486
345,16,61,42195540,345,488
346,16,39,42202620,346,488
347,16,144,42203700,347,488
348,149,68,42238560,348,488
349,146,137,42281400,349,489
350,123,55,42451680,350,491
351,101,61,42530880,351,492
352,95,75,42805680,352,495
353,6,74,42876180,353,496
354,6,10,42876180,354,496
355,10,6,42945720,355,497
356,61,16,42970680,356,497
357,61,39,42970680,357,497
358,109,95,43109520,358,498
359,109,46,43109520,359,498
360,109,113,43109520,360,498
361,99,48,43114800,361,499
362,74,6,43116660,362,499
363,1,139,43205520,363,500
364,12,8,43219620,364,500
365,74,75,43486140,365,503
366,51,8,43544700,366,503
367,43,57,43717020,367,505
368,43,99,43748880,368,506
369,61,95,44093520,369,510
370,73,125,44105040,370,510
371,73,127,44105040,371,510
372,113,46,44152980,372,511
373,88,4,44250480,373,512
374,43,100,44261460,374,512
375,51,15,44320800,375,512
376,88,95,44336700,376,513
377,8,56,44668140,377,516
378,51,26,44772720,378,518
379,26,51,44783520,379,518
380,90,99,44838300,380,518
381,90,48,44838300,381,518
382,69,48,45008340,382,520
383,56,8,45015420,383,521
384,56,49,45015420,384,521
385,56,47,45015420,385,521
386,140,75,45017820,386,521
387,66,134,45297900,387,524
388,138,0,45450480,388,526
389,135,28,45462960,389,526
390,135,65,45462960,390,526
391,95,110,45895800,391,531
392,60,48,45968760,392,532
393,60,126,45968760,393,532
394,99,110,45993120,394,532
395,18,135,46069380,395,533
396,18,48,46069380,396,533
397,1,27,46141260,397,534
398,148,125,46221720,398,534
399,148,121,46221720,399,534
400,148,73,46221720,400,534
401,148,65,46221720,401,534
402,69,19,46493940,402,538
403,28,67,46560720,403,538
404,18,27,46567080,404,538
405,39,16,46579740,405,539
406,138,14,46581600,406,539
407,138,128,46581600,407,539
408,138,114,46581600,408,539
409,138,136,46581600,409,539
410,138,96,46581600,410,539
411,138,92,46581600,411,539
412,138,89,46581600,412,539
413,138,86,46581600,413,539
414,138,131,46581600,414,539
415,138,85,46581600,415,539
416,138,84,46581600,416,539
417,138,146,46581600,417,539
418,138,130,46581600,418,539
419,138,147,46581600,419,539
420,138,32,46581600,420,539
421,138,133,46581600,421,539
422,109,74,46591080,422,539
423,72,20,46690800,423,540
424,135,2,46821840,424,541
425,140,37,46842480,425,542
426,37,140,46843200,426,542
427,48,101,46846500,427,542
428,85,136,47165340,428,545
429,74,113,47265780,429,547
430,140,59,47281320,430,547
431,140,56,47344980,431,547
432,47,15,47356920,432,548
433,31,72,47425740,433,548
434,58,48,47431980,434,548
435,65,67,47434860,435,549
436,65,2,47434860,436,549
437,15,47,47438700,437,549
438,138,68,47453520,438,549
439,47,103,47688060,439,551
440,47,90,47688060,440,551
441,60,55,47707200,441,552
442,65,53,47707440,442,552
443,15,26,47708580,443,552
444,85,131,47714520,444,552
445,85,128,47714520,445,552
446,59,140,47715300,446,552
447,14,136,47740320,447,552
448,106,15,47789400,448,553
449,148,120,47789700,449,553
450,148,47,47789700,450,553
451,148,15,47789700,451,553
452,62,113,47791380,452,553
453,147,131,47804100,453,553
454,147,128,47804100,454,553
455,147,92,47804100,455,553
456,147,96,47804100,456,553
457,147,130,47804100,457,553
458,15,106,47826840,458,553
459,15,77,47826840,459,553
460,67,2,47855700,460,553
461,67,31,47862240,461,553
462,32,147,47865840,462,554
463,77,53,47870400,463,554
464,1,135,47879880,464,554
465,143,55,47966700,465,555
466,24,60,48045540,466,556
467,24,39,48045540,467,556
468,24,25,48045540,468,556
469,24,144,48045540,469,556
470,24,16,48045540,470,556
471,24,20,48045540,471,556
472,85,14,48288180,472,558
473,65,31,48299520,473,559
474,143,100,48301800,474,559
475,57,123,48310620,475,559
476,120,37,48321480,476,559
477,109,80,48375960,477,559
478,56,140,48393840,478,560
479,56,75,48393840,479,560
480,67,65,48474360,480,561
481,145,51,48476040,481,561
482,121,53,48476280,482,561
483,51,145,48480900,483,561
484,86,14,48794100,484,564
485,86,136,48794100,485,564
486,92,136,48833520,486,565
487,92,14,48833520,487,565
488,147,32,48933900,488,566
489,37,10,48984660,489,566
490,137,96,48989820,490,567
491,137,131,48989820,491,567
492,137,32,48989820,492,567
493,110,95,48990240,493,567
494,148,53,48995820,494,567
495,147,85,49010700,495,567
496,139,135,49069860,496,567
497,2,65,49083240,497,568
498,2,31,49083240,498,568
499,48,16,49117620,499,568
500,65,28,49242000,500,569
501,1,18,49251780,501,570
502,149,121,49264140,502,570
503,149,73,49264140,503,570
504,149,67,49264140,504,570
505,149,106,49264140,505,570
506,149,125,49264140,506,570
507,149,28,49264140,507,570
508,149,148,49264140,508,570
509,139,18,49498800,509,572
510,147,136,49501560,510,572
511,99,126,49513560,511,573
512,131,137,49530300,512,573
513,123,140,49609020,513,574
514,18,17,49683120,514,575
515,85,114,49692060,515,575
516,85,92,49692060,516,575
517,140,123,49694220,517,575
518,26,15,49696200,518,575
519,17,18,49710900,519,575
520,17,48,49710900,520,575
521,17,135,49710900,521,575
522,85,147,49854720,522,577
523,126,55,49870620,523,577
524,137,31,50125500,524,580
525,147,84,50192460,525,580
526,32,66,50195040,526,580
527,32,49,50195040,527,580
528,39,41,50197800,528,580
529,18,31,50201340,529,581
530,68,36,50204100,530,581
531,49,32,50204220,531,581
532,21,116,50208840,532,581
533,67,28,50215920,533,581
534,77,43,50220840,534,581
535,66,56,50226480,535,581
536,109,110,50365200,536,582
537,138,129,50386260,537,583
538,88,46,50389920,538,583
539,88,62,50389920,539,583
540,88,113,50389920,540,583
541,88,80,50389920,541,583
542,88,61,50389920,542,583
543,53,43,50450280,543,583
544,36,88,50470920,544,584
545,68,127,50547120,545,585
546,68,106,50547120,546,585
547,68,53,50547120,547,585
548,84,147,50706540,548,586
549,39,60,50727480,549,587
550,39,24,50727480,550,587
551,147,0,51002820,551,590
552,110,99,51676320,552,598
553,110,41,52100820,553,603
554,110,20,52100820,554,603
555,110,61,52100820,555,603
556,110,83,52100820,556,603
557,36,89,52110480,557,603
558,89,36,52113480,558,603
559,32,140,52547640,559,608
560,140,32,52551240,560,608
561,140,39,52618020,561,609
562,36,37,52711380,562,610
563,75,56,52719780,563,610
564,84,136,52950540,564,612
565,16,37,53148660,565,615
566,36,58,53221080,566,615
567,137,73,53311260,567,617
568,137,121,53311260,568,617
569,137,53,53311260,569,617
570,57,140,53319840,570,617
571,101,43,53416020,571,618
572,86,85,53522400,572,619
573,86,131,53522400,573,619
574,16,10,53750640,574,622
575,135,10,53760120,575,622
576,85,137,53829360,576,623
577,39,70,53927880,577,624
578,47,56,53939220,578,624
579,58,16,54006480,579,625
580,58,20,54006480,580,625
581,58,25,54006480,581,625
582,58,144,54006480,582,625
583,58,36,54006480,583,625
584,58,70,54006480,584,625
585,58,39,54006480,585,625
586,58,60,54006480,586,625
587,58,24,54006480,587,625
588,58,90,54006480,588,625
589,58,99,54006480,589,625
590,58,123,54006480,590,625
591,58,55,54006480,591,625
592,58,126,54006480,592,625
593,58,143,54006480,593,625
594,138,121,54103080,594,626
595,138,16,54103080,595,626
596,138,20,54103080,596,626
597,85,96,54346920,597,629
598,74,47,54373320,598,629
599,16,48,54390240,599,629
600,121,73,54423000,600,629
601,137,16,54425700,601,629
602,137,20,54425700,602,629
603,147,133,54448320,603,630
604,52,35,54478405,604,630
605,99,43,54508740,605,630
606,69,27,54511140,606,630
607,52,37,54549114,607,631
608,52,53,54653466,608,632
609,101,120,54706560,609,633
610,101,48,54706560,610,633
611,101,99,54706560,611,633
612,14,85,54841980,612,634
613,14,114,54841980,613,634
614,52,43,54921282,614,635
615,113,126,54973500,615,636
616,52,76,54988692,616,636
617,70,24,55040280,617,637
618,135,74,55062300,618,637
619,135,68,55063320,619,637
620,72,149,55068480,620,637
621,145,8,55116240,621,637
622,52,95,55137707,622,638
623,52,57,55137707,623,638
624,123,24,55218000,624,639
625,148,43,55228320,625,639
626,126,99,55235820,626,639
627,10,37,55314660,627,640
628,10,16,55314660,628,640
629,10,32,55314660,629,640
630,84,133,55495320,630,642
631,84,86,55495320,631,642
632,84,129,55495320,632,642
633,84,14,55495320,633,642
634,95,109,55545180,634,642
635,147,14,55574340,635,643
636,95,126,55643760,636,644
637,51,47,55661760,637,644
638,47,51,55663320,638,644
639,72,127,55669620,639,644
640,25,16,55726920,640,644
641,101,106,55824540,641,646
642,101,95,55824540,642,646
643,101,110,55828020,643,646
644,101,103,55828020,644,646
645,32,56,55828980,645,646
646,56,66,55836000,646,646
647,72,26,55839480,647,646
648,139,31,55851720,648,646
649,99,103,55885320,649,646
650,37,74,55904400,650,647
651,74,37,55911780,651,647
652,149,72,56274900,652,651
653,52,106,56374766,653,652
654,52,116,56473918,654,653
655,60,20,56522640,655,654
656,60,58,56522640,656,654
657,44,77,56538812,657,654
658,20,106,56548860,658,654
659,135,27,56553768,659,654
660,60,70,56863380,660,658
661,25,60,56926560,661,658
662,37,32,57018900,662,659
663,131,147,57025620,663,660
664,16,43,57046440,664,660
665,16,101,57120780,665,661
666,121,31,57149202,666,661
667,49,56,57373380,667,664
668,49,8,57373380,668,664
669,101,16,57373680,669,664
670,92,147,57382200,670,664
671,85,130,57394260,671,664
672,90,103,57448080,672,664
673,90,110,57448080,673,664
674,103,110,57448920,674,664
675,51,133,57556680,675,666
676,56,32,57630300,676,667
677,56,37,57630300,677,667
678,32,37,58055280,678,671
679,75,37,58062360,679,672
680,134,75,58077240,680,672
681,8,32,58079160,681,672
682,147,129,58154100,682,673
683,52,100,58174977,683,673
684,41,59,58224360,684,673
685,147,86,58227840,685,673
686,32,74,58230900,686,673
687,15,53,58389900,687,675
688,106,83,58582020,688,678
689,83,106,58638840,689,678
690,73,15,58709399,690,679
691,137,92,58924620,691,681
692,137,85,58924620,692,681
693,90,101,58933680,693,682
694,147,114,58937940,694,682
695,85,0,58947660,695,682
696,60,99,59179380,696,684
697,65,120,59328300,697,686
698,65,95,59328300,698,686
699,65,77,59328300,699,686
700,74,90,59360880,700,687
701,52,125,59372475,701,687
702,52,127,59372475,702,687
703,37,16,59377080,703,687
704,37,72,59377080,704,687
705,135,149,59381880,705,687
706,75,32,59465640,706,688
707,32,16,59477400,707,688
708,90,43,59529780,708,689
709,110,103,59540400,709,689
710,110,101,59540400,710,689
711,110,43,59540400,711,689
712,110,90,59540400,712,689
713,48,6,59833980,713,692
714,48,24,59833980,714,692
715,43,32,59870940,715,692
716,134,66,59903820,716,693
717,95,39,59906100,717,693
718,57,32,59922960,718,693
719,15,83,59946420,719,693
720,85,86,60004320,720,694
721,128,131,60022140,721,694
722,16,106,60094080,722,695
723,90,83,60109080,723,695
724,72,121,60150180,724,696
725,73,71,60161485,725,696
726,1,31,60367144,726,698
727,102,115,60452287,727,699
728,102,123,60452287,728,699
729,102,57,60452287,729,699
730,134,46,60480480,730,700
731,86,114,60551460,731,700
732,120,77,60597900,732,701
733,85,146,60706320,733,702
734,128,130,60737100,734,702
735,128,0,60737100,735,702
736,128,96,60737100,736,702
737,66,37,60758340,737,703
738,52,68,60943401,738,705
739,65,139,61004700,739,706
740,72,69,61004760,740,706
741,65,30,61077420,741,706
742,147,146,61089660,742,707
743,39,48,61100580,743,707
744,39,20,61100580,744,707
745,84,132,61125600,745,707
746,48,39,61138380,746,707
747,2,139,61193334,747,708
748,2,18,61193334,748,708
749,2,69,61193334,749,708
750,2,1,61193334,750,708
751,32,75,61209060,751,708
752,73,135,61282320,752,709
753,127,121,61321860,753,709
754,127,106,61321860,754,709
755,127,53,61321860,755,709
756,127,67,61321860,756,709
757,127,28,61321860,757,709
758,67,127,61370700,758,710
759,65,127,61377780,759,710
760,69,2,61395194,760,710
761,44,106,61397400,761,710
762,95,93,61614660,762,713
763,52,124,61617088,763,713
764,70,58,61648820,764,713
765,74,56,61692360,765,714
766,39,58,61711440,766,714
767,39,25,61711440,767,714
768,39,144,61711440,768,714
769,59,97,61715622,769,714
770,16,96,61774200,770,714
771,134,56,61778580,771,715
772,51,134,61808100,772,715
773,133,51,61882500,773,716
774,62,101,61954800,774,717
775,62,95,61954800,775,717
776,39,32,61962420,776,717
777,67,139,61982621,777,717
778,84,141,62159580,778,719
779,140,10,62211780,779,720
780,140,144,62211780,780,720
781,70,16,62227666,781,720
782,52,65,62239085,782,720
783,52,77,62239446,783,720
784,70,20,62248043,784,720
785,106,37,62248602,785,720
786,106,124,62248602,786,720
787,106,102,62248602,787,720
788,106,38,62248602,788,720
789,106,112,62248602,789,720
790,125,127,62260320,790,720
791,58,96,62267340,791,720
792,10,144,62307240,792,721
793,10,24,62307240,793,721
794,10,25,62307240,794,721
795,148,68,62396220,795,722
796,52,44,62422995,796,722
797,52,38,62422995,797,722
798,52,112,62422995,798,722
799,52,102,62422995,799,722
800,52,130,62422995,800,722
801,52,120,62424128,801,722
802,52,16,62424560,802,722
803,31,106,62446620,803,722
804,127,10,62487540,804,723
805,16,32,62498640,805,723
806,122,30,62816220,806,727
807,106,51,62856780,807,727
808,106,26,62856780,808,727
809,106,30,62856780,809,727
810,115,123,62856973,810,727
811,65,135,62872500,811,727
812,34,122,62885700,812,727
813,126,95,62913180,813,728
814,57,102,63012647,814,729
815,123,115,63019235,815,729
816,116,117,63027540,816,729
817,62,90,63038220,817,729
818,113,83,63078600,818,730
819,61,46,63099420,819,730
820,65,1,63113040,820,730
821,56,95,63163380,821,731
822,56,43,63163380,822,731
823,116,119,63168240,823,731
824,124,95,63180938,824,731
825,75,6,63183000,825,731
826,75,51,63185820,826,731
827,74,32,63186180,827,731
828,70,79,63192807,828,731
829,79,70,63193546,829,731
830,72,125,63198300,830,731
831,58,116,63448080,831,734
832,116,58,63448560,832,734
833,72,37,63453660,833,734
834,72,19,63508500,834,735
835,74,26,63510720,835,735
836,26,4,63523920,836,735
837,32,43,63526020,837,735
838,139,19,63539735,838,735
839,6,75,63587160,839,735
840,107,117,63590580,840,736
841,107,116,63590580,841,736
842,107,21,63590700,842,736
843,83,104,63609259,843,736
844,68,121,63689214,844,737
845,68,65,63689214,845,737
846,41,124,63692990,846,737
847,135,73,63701700,847,737
848,135,26,63701700,848,737
849,135,145,63701700,849,737
850,68,44,63702420,850,737
851,68,73,63707160,851,737
852,94,123,63719801,852,737
853,115,102,63785576,853,738
854,129,141,63860943,854,739
855,51,75,64038180,855,741
856,104,55,64038934,856,741
857,15,73,64039452,857,741
858,103,101,64045049,858,741
859,112,87,64052220,859,741
860,113,93,64063343,860,741
861,65,18,64108440,861,741
862,65,19,64108440,862,741
863,9,16,64119404,863,742
864,124,102,64129897,864,742
865,8,12,64130760,865,742
866,102,94,64135724,866,742
867,52,9,64139216,867,742
868,52,0,64139216,868,742
869,52,123,64139216,869,742
870,52,122,64139216,870,742
871,52,119,64139216,871,742
872,52,118,64139216,872,742
873,52,117,64139216,873,742
874,52,128,64139216,874,742
875,52,41,64139216,875,742
876,52,63,64139216,876,742
877,52,25,64139216,877,742
878,52,40,64139216,878,742
879,52,113,64139216,879,742
880,52,62,64139216,880,742
881,52,33,64139216,881,742
882,52,20,64139216,882,742
883,52,107,64139216,883,742
884,52,39,64139216,884,742
885,52,60,64139216,885,742
886,52,105,64139216,886,742
887,52,103,64139216,887,742
888,52,101,64139216,888,742
889,52,46,64139216,889,742
890,52,97,64139216,890,742
891,52,96,64139216,891,742
892,52,94,64139216,892,742
893,52,7,64139216,893,742
894,52,93,64139216,894,742
895,52,21,64139216,895,742
896,52,24,64139216,896,742
897,52,88,64139216,897,742
898,52,59,64139216,898,742
899,52,87,64139216,899,742
900,52,58,64139216,900,742
901,52,131,64139216,901,742
902,52,83,64139216,902,742
903,52,80,64139216,903,742
904,52,133,64139216,904,742
905,99,101,64157509,905,742
906,86,147,64159025,906,742
907,123,102,64212063,907,743
908,123,94,64212063,908,743
909,121,35,64220032,909,743
910,131,128,64239804,910,743
911,131,86,64239804,911,743
912,131,85,64239804,912,743
913,79,90,64320310,913,744
914,90,79,64321800,914,744
915,130,96,64343482,915,744
916,77,103,64407329,916,745
917,77,35,64407329,917,745
918,77,124,64407329,918,745
919,77,148,64407329,919,745
920,77,9,64407329,920,745
921,77,44,64407329,921,745
922,77,38,64407329,922,745
923,77,102,64407329,923,745
924,77,95,64407329,924,745
925,77,82,64407329,925,745
926,77,37,64407329,926,745
927,27,31,64424160,927,745
928,27,17,64424160,928,745
929,91,82,64721886,929,749
930,91,117,64721886,930,749
931,91,119,64721886,931,749
932,91,112,64721886,932,749
933,91,107,64721886,933,749
934,52,91,64728947,934,749
935,52,82,64728947,935,749
936,41,105,64732363,936,749
937,41,83,64732363,937,749
938,82,77,64736144,938,749
939,27,18,64754340,939,749
940,43,35,64758055,940,749
941,17,31,64762740,941,749
942,17,3,64777560,942,749
943,52,121,64816071,943,750
944,100,77,64842468,944,750
945,91,38,64854910,945,750
946,94,102,64920587,946,751
947,75,8,64981260,947,752
948,84,85,64983420,948,752
949,59,41,64998859,949,752
950,124,83,65004087,950,752
951,140,97,65008503,951,752
952,91,116,65014453,952,752
953,35,127,65019077,953,752
954,108,127,65019888,954,752
955,81,30,65250755,955,755
956,81,34,65250755,956,755
957,81,42,65250755,957,755
958,46,95,65251956,958,755
959,46,93,65251956,959,755
960,46,109,65251956,960,755
961,46,62,65251956,961,755
962,83,124,65254512,962,755
963,91,124,65262471,963,755
964,5,65,65266537,964,755
965,120,91,65268646,965,755
966,27,19,65279700,966,755
967,92,0,65283060,967,755
968,47,5,65321100,968,756
969,5,35,65338380,969,756
970,5,106,65338380,970,756
971,1,19,65364052,971,756
972,17,27,65371260,972,756
973,91,108,65428178,973,757
974,82,91,65448446,974,757
975,124,41,65500995,975,758
976,23,146,65520030,976,758
977,23,87,65520513,977,758
978,35,77,65520697,978,758
979,42,81,65531835,979,758
980,17,19,65556540,980,758
981,17,2,65556540,981,758
982,139,67,65599154,982,759
983,94,140,65609859,983,759
984,100,43,65938297,984,763
985,126,104,65945048,985,763
986,91,130,65954339,986,763
987,76,89,65957271,987,763
988,130,91,65964626,988,763
989,126,111,65968349,989,763
990,91,21,65973640,990,763
991,76,100,66030548,991,764
992,23,33,66046799,992,764
993,73,64,66055442,993,764
994,130,38,66056190,994,764
995,104,123,66202099,995,766
996,104,111,66202099,996,766
997,48,117,66206184,997,766
